Course code,Teacher Id,Hours
I-2786,19660630-0020,230.0
I-2786,19781125-0031,83.0
I-2787,19600905-0003,250.0
I-2787,19751018-0039,91.0
I-2788,19640220-0029,245.0
I-2788,19790618-0048,122.0
I-2789,19570615-0011,272.0
I-2789,19750722-0060,145.0
I-2789,19920320-0121,132.0
I-2790,19620424-0026,272.0
I-2790,19790708-0041,108.0
I-2790,19920826-0088,139.0
I-2791,19620522-0023,245.0
I-2791,19781217-0053,153.0
I-2792,19610918-0027,236.0
I-2792,19790717-0045,121.0
I-2792,19920217-0098,149.0
I-2793,19600814-0002,278.0
I-2793,19781125-0031,126.0
I-2794,19570615-0011,264.0
I-2794,19760524-0046,111.0
I-2794,19910206-0081,114.0
I-2795,19580515-0017,261.0
I-2795,19790717-0045,106.0
I-2796,19580515-0017,284.0
I-2796,19781217-0053,107.0
I-2797,19690408-0009,247.0
I-2797,19760108-0050,88.0
I-2797,19930508-0061,125.0
I-2798,19600814-0002,294.0
I-2798,19760524-0046,110.0
I-2799,19610918-0027,241.0
I-2799,19750220-0037,130.0
I-2800,19640414-0013,296.0
I-2800,19780815-0047,140.0
I-2801,19650303-0019,273.0
I-2801,19790618-0048,113.0
I-2801,19920826-0088,137.0
I-2802,19630126-0001,278.0
I-2802,19780317-0052,109.0
I-2803,19570615-0011,248.0
I-2803,19750705-0033,82.0
I-2804,19600814-0002,290.0
I-2804,19750122-0056,82.0
I-2805,19561222-0030,244.0
I-2805,19760108-0050,122.0
I-2806,19570826-0012,286.0
I-2806,19750512-0043,136.0
I-2806,19911025-0091,142.0
I-2807,19560705-0025,251.0
I-2807,19750705-0033,132.0
I-2808,19570615-0011,288.0
I-2808,19750220-0037,113.0
I-2808,19921002-0129,107.0
I-2809,19620424-0026,262.0
I-2809,19780424-0057,98.0
I-2809,19900902-0090,86.0
I-2810,19600529-0021,261.0
I-2810,19750512-0043,103.0
I-2810,19920122-0065,80.0
I-2811,19630126-0001,272.0
I-2811,19750102-0059,137.0
I-2812,19640220-0029,276.0
I-2812,19750705-0033,95.0
I-2812,19901029-0071,132.0
I-2813,19660630-0020,228.0
I-2813,19780602-0035,109.0
I-2814,19690917-0022,261.0
I-2814,19780424-0057,116.0
I-2814,19900520-0063,125.0
I-2815,19610620-0006,236.0
I-2815,19750331-0036,139.0
I-2815,19900701-0138,92.0
I-2816,19620522-0023,277.0
I-2816,19750705-0033,143.0
I-2817,19600814-0002,246.0
I-2817,19781217-0053,83.0
I-2817,19901002-0085,120.0
I-2818,19580218-0007,273.0
I-2818,19780815-0047,96.0
I-2819,19650303-0019,291.0
I-2819,19780815-0047,117.0
I-2819,19930709-0100,114.0
I-2820,19580515-0017,260.0
I-2820,19771013-0040,136.0
I-2820,19901219-0125,118.0
I-2821,19610623-0005,267.0
I-2821,19781130-0054,105.0
I-2821,19920917-0109,123.0
I-2822,19570828-0008,272.0
I-2822,19750705-0033,100.0
I-2823,19660630-0020,277.0
I-2823,19750331-0036,101.0
I-2823,19920602-0073,128.0
I-2824,19580218-0007,290.0
I-2824,19761024-0034,138.0
I-2825,19560705-0025,235.0
I-2825,19781217-0053,81.0
I-2826,19620522-0023,223.0
I-2826,19790708-0041,125.0
I-2827,19610918-0027,265.0
I-2827,19750512-0043,109.0
I-2827,19910817-0092,120.0
I-2828,19560705-0025,279.0
I-2828,19790702-0038,130.0
I-2829,19570826-0012,266.0
I-2829,19750906-0032,107.0
I-2829,19900211-0140,138.0
I-2830,19561222-0030,273.0
I-2830,19780815-0047,140.0
I-2831,19620522-0023,249.0
I-2831,19790717-0045,131.0
I-2832,19560812-0016,220.0
I-2832,19761020-0044,122.0
I-2832,19900430-0112,113.0
I-2833,19620522-0023,284.0
I-2833,19750705-0033,114.0
I-2833,19910214-0084,134.0
I-2834,19600529-0021,266.0
I-2834,19761020-0044,153.0
I-2835,19640414-0013,268.0
I-2835,19780602-0035,154.0
I-2835,19920226-0075,109.0
I-2836,19570615-0011,220.0
I-2836,19750122-0056,113.0
I-2836,19900801-0130,149.0
I-2837,19590129-0004,249.0
I-2837,19750722-0060,136.0
I-2838,19561222-0030,256.0
I-2838,19760524-0046,125.0
I-2839,19620424-0026,251.0
I-2839,19781125-0031,159.0
I-2839,19920828-0070,117.0
I-2840,19590129-0004,288.0
I-2840,19761009-0055,107.0
I-2841,19650303-0019,266.0
I-2841,19761009-0055,83.0
I-2842,19600814-0002,271.0
I-2842,19781217-0053,130.0
I-2842,19921127-0120,83.0
I-2843,19640220-0029,225.0
I-2843,19790702-0038,133.0
I-2844,19570828-0008,270.0
I-2844,19781217-0053,96.0
I-2844,19900321-0080,81.0
I-2845,19620831-0024,242.0
I-2845,19750705-0033,134.0
I-2845,19910206-0081,133.0
I-2846,19690408-0009,294.0
I-2846,19750906-0032,127.0
I-2846,19910403-0131,124.0
I-2847,19600529-0021,254.0
I-2847,19790426-0049,140.0
I-2847,19901108-0087,110.0
I-2848,19690513-0015,263.0
I-2848,19750122-0056,111.0
I-2849,19620831-0024,271.0
I-2849,19750705-0033,146.0
I-2850,19630126-0001,271.0
I-2850,19790702-0038,103.0
I-2851,19611219-0014,248.0
I-2851,19780424-0057,136.0
I-2852,19690917-0022,277.0
I-2852,19761009-0055,157.0
I-2852,19921002-0129,127.0
I-2853,19640414-0013,278.0
I-2853,19780317-0052,100.0
I-2853,19910214-0084,124.0
I-2854,19600814-0002,278.0
I-2854,19750512-0043,101.0
I-2854,19901029-0071,116.0
I-2855,19600529-0021,280.0
I-2855,19760108-0050,82.0
I-2855,19920206-0072,90.0
I-2856,19580218-0007,225.0
I-2856,19750906-0032,135.0
I-2856,19921208-0097,143.0
I-2857,19560812-0016,296.0
I-2857,19750102-0059,144.0
I-2857,19931212-0079,113.0
I-2858,19650303-0019,228.0
I-2858,19750512-0043,114.0
I-2859,19610918-0027,283.0
I-2859,19761009-0055,140.0
I-2859,19920828-0070,139.0
I-2860,19600529-0021,232.0
I-2860,19781125-0031,129.0
I-2861,19561222-0030,229.0
I-2861,19750220-0037,85.0
I-2861,19921123-0108,124.0
I-2862,19600905-0003,230.0
I-2862,19761020-0044,152.0
I-2863,19690917-0022,297.0
I-2863,19780317-0052,109.0
I-2864,19620424-0026,227.0
I-2864,19750331-0036,111.0
I-2864,19921123-0108,138.0
I-2865,19570615-0011,300.0
I-2865,19760524-0046,152.0
I-2865,19930709-0100,99.0
I-2866,19630126-0001,244.0
I-2866,19750705-0033,100.0
I-2867,19570826-0012,288.0
I-2867,19761024-0034,90.0
I-2868,19561222-0030,267.0
I-2868,19750102-0059,105.0
I-2869,19630126-0001,247.0
I-2869,19760108-0050,133.0
I-2869,19920217-0098,82.0
I-2870,19600529-0021,267.0
I-2870,19750705-0033,160.0
I-2871,19570826-0012,266.0
I-2871,19760524-0046,120.0
I-2872,19560812-0016,264.0
I-2872,19780815-0047,117.0
I-2872,19900902-0090,115.0
I-2873,19620424-0026,280.0
I-2873,19781125-0031,123.0
I-2874,19690408-0009,279.0
I-2874,19790702-0038,117.0
I-2875,19640220-0029,281.0
I-2875,19780602-0035,106.0
I-2876,19560705-0025,289.0
I-2876,19750102-0059,117.0
I-2877,19640414-0013,248.0
I-2877,19760524-0046,101.0
I-2878,19610918-0027,270.0
I-2878,19770224-0058,86.0
I-2879,19570828-0008,225.0
I-2879,19771013-0040,109.0
I-2880,19630126-0001,260.0
I-2880,19760524-0046,127.0
I-2881,19590129-0004,232.0
I-2881,19760108-0050,138.0
I-2881,19900201-0074,89.0
I-2882,19600814-0002,275.0
I-2882,19790618-0048,97.0
I-2882,19920206-0072,96.0
I-2883,19690513-0015,260.0
I-2883,19790717-0045,128.0
I-2883,19910514-0068,105.0
I-2884,19610918-0027,273.0
I-2884,19750220-0037,143.0
I-2885,19610918-0027,262.0
I-2885,19761024-0034,135.0
I-2886,19650303-0019,260.0
I-2886,19750722-0060,96.0
I-2886,19900211-0140,113.0
I-2887,19640414-0013,259.0
I-2887,19780815-0047,158.0
I-2887,19900430-0112,82.0
I-2888,19561222-0030,254.0
I-2888,19761020-0044,153.0
I-2888,19900124-0064,118.0
I-2889,19570826-0012,231.0
I-2889,19790708-0041,112.0
I-2889,19931118-0062,97.0
I-2890,19601021-0018,251.0
I-2890,19750220-0037,151.0
I-2890,19901108-0087,134.0
I-2891,19590129-0004,264.0
I-2891,19750705-0033,112.0
I-2892,19560705-0025,242.0
I-2892,19780424-0057,81.0
I-2893,19590129-0004,225.0
I-2893,19780602-0035,106.0
I-2894,19690408-0009,237.0
I-2894,19750906-0032,94.0
I-2894,19930221-0139,132.0
I-2895,19600814-0002,299.0
I-2895,19790618-0048,128.0
I-2895,19911025-0091,126.0
I-2896,19611219-0014,270.0
I-2896,19761009-0055,139.0
I-2897,19660630-0020,245.0
I-2897,19750705-0033,110.0
I-2897,19900426-0089,108.0
I-2898,19580218-0007,243.0
I-2898,19750722-0060,118.0
I-2899,19560612-0010,235.0
I-2899,19760524-0046,123.0
I-2899,19930829-0082,122.0
I-2900,19570615-0011,251.0
I-2900,19780815-0047,132.0
I-2900,19930228-0086,94.0
I-2901,19630126-0001,290.0
I-2901,19781130-0054,114.0
I-2901,19930326-0132,131.0
I-2902,19600529-0021,296.0
I-2902,19790618-0048,105.0
I-2902,19910206-0081,94.0
I-2903,19620522-0023,296.0
I-2903,19750220-0037,95.0
I-2903,19910421-0067,122.0
I-2904,19650303-0019,270.0
I-2904,19750331-0036,133.0
I-2905,19640220-0029,276.0
I-2905,19770224-0058,134.0
I-2905,19900430-0112,104.0
I-2906,19561222-0030,265.0
I-2906,19780317-0052,114.0
I-2907,19611219-0014,232.0
I-2907,19761020-0044,112.0
I-2908,19610918-0027,276.0
I-2908,19780424-0057,119.0
I-2909,19570826-0012,295.0
I-2909,19790708-0041,111.0
I-2909,19900321-0080,107.0
I-2910,19620831-0024,223.0
I-2910,19770224-0058,116.0
I-2911,19570828-0008,249.0
I-2911,19750722-0060,104.0
I-2911,19920320-0121,111.0
I-2912,19690513-0015,241.0
I-2912,19781130-0054,90.0
I-2913,19680712-0028,260.0
I-2913,19790618-0048,135.0
I-2914,19570826-0012,260.0
I-2914,19761009-0055,80.0
I-2915,19560705-0025,260.0
I-2915,19750331-0036,149.0
I-2915,19900511-0134,108.0
I-2916,19620831-0024,299.0
I-2916,19780815-0047,109.0
I-2916,19931118-0062,99.0
I-2917,19610918-0027,275.0
I-2917,19790708-0041,149.0
I-2918,19610918-0027,239.0
I-2918,19780424-0057,125.0
I-2919,19600905-0003,270.0
I-2919,19781130-0054,154.0
I-2919,19900321-0080,117.0
I-2920,19560705-0025,225.0
I-2920,19750906-0032,102.0
I-2921,19610918-0027,278.0
I-2921,19770713-0042,109.0
I-2922,19610620-0006,261.0
I-2922,19790717-0045,104.0
I-2923,19620424-0026,280.0
I-2923,19750906-0032,103.0
I-2924,19620522-0023,293.0
I-2924,19750102-0059,91.0
I-2924,19900619-0076,106.0
I-2925,19620424-0026,279.0
I-2925,19760108-0050,132.0
I-2925,19920122-0065,130.0
I-2926,19650303-0019,258.0
I-2926,19761009-0055,158.0
I-2926,19920505-0115,134.0
I-2927,19620831-0024,279.0
I-2927,19790702-0038,114.0
I-2927,19930414-0106,107.0
I-2928,19600529-0021,255.0
I-2928,19750512-0043,112.0
I-2928,19920122-0065,134.0
I-2929,19660630-0020,297.0
I-2929,19770224-0058,144.0
I-2930,19620522-0023,253.0
I-2930,19750417-0051,108.0
I-2931,19660630-0020,270.0
I-2931,19790708-0041,108.0
I-2931,19900701-0113,134.0
I-2932,19610918-0027,258.0
I-2932,19790426-0049,154.0
I-2933,19660630-0020,251.0
I-2933,19790717-0045,159.0
I-2933,19921123-0108,103.0
I-2934,19560612-0010,262.0
I-2934,19790702-0038,117.0
I-2935,19560812-0016,243.0
I-2935,19751018-0039,112.0
I-2936,19560812-0016,272.0
I-2936,19750331-0036,88.0
I-2937,19690408-0009,291.0
I-2937,19790618-0048,136.0
I-2937,19921208-0097,111.0
I-2938,19601021-0018,221.0
I-2938,19790717-0045,88.0
I-2938,19900511-0134,121.0
I-2939,19690408-0009,260.0
I-2939,19780815-0047,127.0
I-2939,19921218-0101,138.0
I-2940,19600529-0021,256.0
I-2940,19780815-0047,101.0
I-2940,19901219-0125,125.0
I-2941,19690513-0015,285.0
I-2941,19790717-0045,109.0
I-2942,19611219-0014,267.0
I-2942,19751018-0039,132.0
I-2942,19911025-0091,100.0
I-2943,19611219-0014,263.0
I-2943,19750122-0056,133.0
I-2943,19901219-0125,139.0
I-2944,19640414-0013,284.0
I-2944,19780424-0057,141.0
I-2944,19900317-0083,147.0
I-2945,19570826-0012,265.0
I-2945,19781125-0031,118.0
I-2945,19910122-0077,83.0
I-2946,19570826-0012,268.0
I-2946,19781130-0054,121.0
I-2947,19620522-0023,256.0
I-2947,19750331-0036,108.0
I-2948,19560812-0016,252.0
I-2948,19761024-0034,137.0
I-2949,19570615-0011,272.0
I-2949,19760524-0046,119.0
I-2949,19900723-0126,132.0
I-2950,19640414-0013,248.0
I-2950,19781217-0053,113.0
I-2951,19660630-0020,266.0
I-2951,19780815-0047,105.0
I-2951,19921002-0129,109.0
I-2952,19650303-0019,249.0
I-2952,19751018-0039,137.0
I-2952,19930326-0132,151.0
I-2953,19560705-0025,243.0
I-2953,19770224-0058,93.0
I-2954,19690917-0022,263.0
I-2954,19780317-0052,134.0
I-2954,19900317-0083,141.0
I-2955,19611219-0014,253.0
I-2955,19750722-0060,119.0
I-2956,19560705-0025,229.0
I-2956,19780602-0035,137.0
I-2957,19600529-0021,254.0
I-2957,19780317-0052,129.0
I-2957,19911116-0069,107.0
I-2958,19650303-0019,265.0
I-2958,19781125-0031,152.0
I-2959,19610918-0027,230.0
I-2959,19751018-0039,109.0
I-2960,19660630-0020,268.0
I-2960,19781217-0053,136.0
I-2961,19640220-0029,235.0
I-2961,19780424-0057,138.0
I-2961,19921123-0108,110.0
I-2962,19680712-0028,257.0
I-2962,19781130-0054,105.0
I-2962,19900317-0083,81.0
I-2963,19690917-0022,280.0
I-2963,19761020-0044,102.0
I-2963,19901219-0125,101.0
I-2964,19620424-0026,226.0
I-2964,19780317-0052,103.0
I-2965,19560812-0016,240.0
I-2965,19750220-0037,140.0
I-2966,19640414-0013,273.0
I-2966,19750122-0056,157.0
I-2967,19620424-0026,254.0
I-2967,19771013-0040,90.0
I-2968,19560812-0016,225.0
I-2968,19750722-0060,134.0
I-2969,19560812-0016,266.0
I-2969,19750906-0032,154.0
I-2969,19920122-0065,104.0
I-2970,19680712-0028,277.0
I-2970,19761009-0055,87.0
I-2971,19650303-0019,291.0
I-2971,19750512-0043,126.0
I-2972,19611219-0014,279.0
I-2972,19780424-0057,137.0
I-2973,19560705-0025,274.0
I-2973,19750906-0032,159.0
I-2974,19570828-0008,288.0
I-2974,19781130-0054,120.0
I-2974,19930616-0127,120.0
I-2975,19640414-0013,280.0
I-2975,19761020-0044,124.0
I-2975,19900317-0083,86.0
I-2976,19610918-0027,288.0
I-2976,19750722-0060,136.0
I-2977,19611219-0014,256.0
I-2977,19751018-0039,114.0
I-2977,19930919-0137,87.0
I-2978,19640220-0029,254.0
I-2978,19780602-0035,111.0
I-2978,19920602-0073,118.0
I-2979,19590129-0004,291.0
I-2979,19790426-0049,131.0
I-2980,19560705-0025,239.0
I-2980,19760108-0050,100.0
I-2980,19910403-0103,112.0
I-2981,19600905-0003,265.0
I-2981,19790426-0049,83.0
I-2981,19900321-0080,120.0
I-2982,19610620-0006,266.0
I-2982,19781130-0054,100.0
I-2983,19690408-0009,288.0
I-2983,19751018-0039,103.0
I-2983,19921201-0094,125.0
I-2984,19570826-0012,258.0
I-2984,19790708-0041,131.0
I-2985,19620522-0023,250.0
I-2985,19790426-0049,136.0
I-2986,19570615-0011,260.0
I-2986,19790702-0038,136.0
I-2986,19900520-0063,120.0
I-2987,19640220-0029,255.0
I-2987,19781217-0053,115.0
I-2988,19611219-0014,284.0
I-2988,19750331-0036,155.0
I-2989,19620831-0024,289.0
I-2989,19780815-0047,84.0
I-2989,19900201-0074,101.0
I-2990,19690408-0009,297.0
I-2990,19780602-0035,92.0
I-2991,19580218-0007,251.0
I-2991,19780317-0052,151.0
I-2992,19560812-0016,269.0
I-2992,19790426-0049,117.0
I-2992,19930221-0139,130.0
I-2993,19561222-0030,298.0
I-2993,19790618-0048,91.0
I-2993,19920826-0088,109.0
I-2994,19630126-0001,241.0
I-2994,19750102-0059,119.0
I-2995,19570615-0011,266.0
I-2995,19761024-0034,82.0
I-2996,19620522-0023,242.0
I-2996,19750906-0032,88.0
I-2996,19931226-0118,105.0
I-2997,19620831-0024,242.0
I-2997,19781125-0031,116.0
I-2997,19930829-0082,104.0
I-2998,19561222-0030,284.0
I-2998,19781130-0054,80.0
I-2998,19901002-0085,124.0
I-2999,19570615-0011,281.0
I-2999,19790708-0041,150.0
I-3000,19570615-0011,261.0
I-3000,19781217-0053,155.0
I-3001,19560705-0025,250.0
I-3001,19781217-0053,104.0
I-3002,19580515-0017,273.0
I-3002,19750102-0059,108.0
I-3003,19690408-0009,281.0
I-3003,19781125-0031,135.0
I-3003,19910927-0128,119.0
I-3004,19601021-0018,268.0
I-3004,19761009-0055,134.0
I-3005,19601021-0018,273.0
I-3005,19761009-0055,97.0
I-3005,19901219-0125,147.0
I-3006,19570826-0012,281.0
I-3006,19750331-0036,98.0
I-3006,19921127-0120,106.0
I-3007,19600814-0002,248.0
I-3007,19770224-0058,100.0
I-3007,19930228-0086,111.0
I-3008,19590129-0004,252.0
I-3008,19761024-0034,102.0
I-3009,19570615-0011,263.0
I-3009,19750512-0043,114.0
I-3010,19620522-0023,255.0
I-3010,19790708-0041,88.0
I-3010,19901219-0125,134.0
I-3011,19640220-0029,277.0
I-3011,19750722-0060,111.0
I-3012,19650303-0019,253.0
I-3012,19780815-0047,90.0
I-3013,19590129-0004,247.0
I-3013,19790426-0049,112.0
I-3013,19930414-0106,116.0
I-3014,19640414-0013,261.0
I-3014,19790702-0038,84.0
I-3014,19901011-0119,160.0
I-3015,19580515-0017,282.0
I-3015,19751018-0039,155.0
I-3015,19900201-0074,119.0
I-3016,19570615-0011,222.0
I-3016,19790717-0045,140.0
I-3017,19560612-0010,258.0
I-3017,19781217-0053,151.0
I-3018,19690408-0009,220.0
I-3018,19771013-0040,135.0
I-3018,19920320-0121,124.0
I-3019,19690917-0022,279.0
I-3019,19780317-0052,110.0
I-3020,19600905-0003,263.0
I-3020,19750331-0036,152.0
I-3020,19900430-0112,97.0
I-3021,19640414-0013,268.0
I-3021,19790708-0041,125.0
I-3021,19900119-0104,125.0
I-3022,19590129-0004,225.0
I-3022,19771013-0040,81.0
I-3023,19570826-0012,284.0
I-3023,19770713-0042,112.0
I-3023,19910921-0136,120.0
I-3024,19600814-0002,260.0
I-3024,19781130-0054,138.0
I-3025,19690513-0015,255.0
I-3025,19780815-0047,105.0
I-3026,19690513-0015,259.0
I-3026,19761009-0055,89.0
I-3027,19620424-0026,246.0
I-3027,19790618-0048,83.0
I-3028,19610918-0027,235.0
I-3028,19750906-0032,139.0
I-3029,19600905-0003,273.0
I-3029,19790702-0038,145.0
I-3030,19650303-0019,232.0
I-3030,19790717-0045,101.0
I-3030,19921201-0094,158.0
I-3031,19570828-0008,279.0
I-3031,19771013-0040,94.0
I-3031,19930919-0137,128.0
I-3032,19610918-0027,266.0
I-3032,19790717-0045,134.0
I-3032,19921123-0108,132.0
I-3033,19570615-0011,242.0
I-3033,19790717-0045,133.0
I-3033,19930829-0082,129.0
I-3034,19590129-0004,264.0
I-3034,19750122-0056,148.0
I-3035,19640414-0013,235.0
I-3035,19781217-0053,115.0
I-3035,19900321-0080,128.0
I-3036,19640220-0029,271.0
I-3036,19750705-0033,120.0
I-3036,19900616-0124,137.0
I-3037,19620831-0024,222.0
I-3037,19750331-0036,126.0
I-3037,19911025-0091,155.0
I-3038,19630126-0001,253.0
I-3038,19771013-0040,133.0
I-3038,19900818-0116,102.0
I-3039,19601021-0018,220.0
I-3039,19750417-0051,119.0
I-3040,19620424-0026,291.0
I-3040,19750906-0032,123.0
I-3041,19650303-0019,247.0
I-3041,19781130-0054,139.0
I-3042,19610620-0006,285.0
I-3042,19780815-0047,118.0
I-3043,19600905-0003,264.0
I-3043,19780424-0057,131.0
I-3043,19900801-0130,106.0
I-3044,19650303-0019,257.0
I-3044,19761009-0055,130.0
I-3045,19630126-0001,243.0
I-3045,19770224-0058,113.0
I-3045,19900909-0123,110.0
I-3046,19560812-0016,223.0
I-3046,19781125-0031,152.0
I-3047,19611219-0014,272.0
I-3047,19781125-0031,136.0
I-3047,19910101-0133,142.0
I-3048,19600529-0021,265.0
I-3048,19750705-0033,117.0
I-3049,19560612-0010,257.0
I-3049,19760524-0046,128.0
I-3050,19580218-0007,253.0
I-3050,19790702-0038,93.0
I-3051,19560812-0016,253.0
I-3051,19790702-0038,129.0
I-3051,19900201-0074,127.0
I-3052,19570826-0012,276.0
I-3052,19750122-0056,107.0
I-3052,19930228-0086,124.0
I-3053,19630126-0001,281.0
I-3053,19751018-0039,87.0
I-3054,19600529-0021,280.0
I-3054,19751018-0039,117.0
I-3054,19900902-0090,100.0
I-3055,19660630-0020,294.0
I-3055,19780602-0035,119.0
I-3056,19580218-0007,230.0
I-3056,19750102-0059,97.0
I-3056,19900430-0112,134.0
I-3057,19620424-0026,240.0
I-3057,19750102-0059,119.0
I-3058,19570615-0011,276.0
I-3058,19761020-0044,83.0
I-3059,19690408-0009,277.0
I-3059,19750102-0059,120.0
I-3059,19920504-0093,110.0
I-3060,19570826-0012,257.0
I-3060,19790717-0045,114.0
I-3061,19630126-0001,248.0
I-3061,19751018-0039,100.0
I-3061,19910327-0096,135.0
I-3062,19610918-0027,297.0
I-3062,19760108-0050,95.0
I-3063,19560612-0010,228.0
I-3063,19780317-0052,160.0
I-3063,19931212-0079,117.0
I-3064,19600814-0002,236.0
I-3064,19750331-0036,152.0
I-3064,19900520-0063,118.0
I-3065,19620424-0026,278.0
I-3065,19761009-0055,85.0
I-3066,19570828-0008,266.0
I-3066,19770224-0058,123.0
I-3066,19921218-0101,104.0
I-3067,19600814-0002,293.0
I-3067,19750331-0036,136.0
I-3068,19680712-0028,279.0
I-3068,19760524-0046,82.0
I-3069,19611219-0014,298.0
I-3069,19780815-0047,118.0
I-3070,19570828-0008,270.0
I-3070,19770224-0058,114.0
I-3070,19930302-0135,83.0
I-3071,19680712-0028,248.0
I-3071,19760108-0050,152.0
I-3071,19910101-0133,139.0
I-3072,19650303-0019,224.0
I-3072,19750722-0060,129.0
I-3072,19901219-0125,86.0
I-3073,19640414-0013,274.0
I-3073,19780424-0057,160.0
I-3073,19930512-0117,158.0
I-3074,19620522-0023,258.0
I-3074,19780424-0057,111.0
I-3075,19640220-0029,260.0
I-3075,19750102-0059,153.0
I-3076,19600905-0003,226.0
I-3076,19780602-0035,135.0
I-3077,19690917-0022,283.0
I-3077,19750417-0051,80.0
I-3078,19590129-0004,225.0
I-3078,19751018-0039,108.0
I-3078,19911116-0069,81.0
I-3079,19690917-0022,264.0
I-3079,19750122-0056,154.0
I-3080,19600905-0003,265.0
I-3080,19780602-0035,125.0
I-3080,19921123-0108,106.0
I-3081,19640414-0013,271.0
I-3081,19790717-0045,145.0
I-3081,19901026-0111,132.0
I-3082,19680712-0028,254.0
I-3082,19790708-0041,150.0
I-3082,19931212-0079,80.0
I-3083,19561222-0030,260.0
I-3083,19750417-0051,142.0
I-3084,19600905-0003,272.0
I-3084,19780815-0047,156.0
I-3084,19930709-0100,121.0
I-3085,19580515-0017,262.0
I-3085,19781130-0054,131.0
I-3085,19921002-0129,111.0
I-3086,19610918-0027,270.0
I-3086,19790702-0038,132.0
I-3086,19901108-0087,147.0
I-3087,19561222-0030,260.0
I-3087,19761009-0055,131.0
I-3087,19901219-0125,157.0
I-3088,19690917-0022,263.0
I-3088,19780602-0035,154.0
I-3088,19900616-0124,99.0
I-3089,19690408-0009,264.0
I-3089,19781125-0031,147.0
I-3090,19580218-0007,247.0
I-3090,19750102-0059,151.0
I-3090,19930709-0100,87.0
I-3091,19610620-0006,224.0
I-3091,19750331-0036,139.0
I-3091,19910403-0131,135.0
I-3092,19610620-0006,244.0
I-3092,19780424-0057,105.0
I-3092,19900801-0130,87.0
I-3093,19580218-0007,222.0
I-3093,19750906-0032,125.0
I-3093,19930709-0100,91.0
I-3094,19620424-0026,255.0
I-3094,19750906-0032,125.0
I-3094,19900520-0063,141.0
I-3095,19610623-0005,244.0
I-3095,19750417-0051,97.0
I-3096,19640220-0029,277.0
I-3096,19770224-0058,92.0
I-3096,19921208-0097,99.0
I-3097,19570828-0008,246.0
I-3097,19760524-0046,140.0
I-3098,19570826-0012,294.0
I-3098,19750102-0059,117.0
I-3098,19921218-0101,110.0
I-3099,19640414-0013,250.0
I-3099,19780815-0047,126.0
I-3099,19900119-0104,130.0
I-3100,19560705-0025,258.0
I-3100,19750331-0036,110.0
I-3101,19660630-0020,268.0
I-3101,19750122-0056,89.0
I-3102,19610918-0027,235.0
I-3102,19781130-0054,121.0
I-3102,19920226-0075,82.0
I-3103,19690917-0022,242.0
I-3103,19780317-0052,107.0
I-3104,19600905-0003,285.0
I-3104,19790702-0038,116.0
I-3104,19910514-0068,115.0
I-3105,19610623-0005,249.0
I-3105,19790426-0049,153.0
I-3106,19570615-0011,292.0
I-3106,19750331-0036,117.0
I-3107,19630126-0001,279.0
I-3107,19750102-0059,116.0
I-3108,19640414-0013,259.0
I-3108,19790618-0048,147.0
I-3109,19690408-0009,274.0
I-3109,19750331-0036,149.0
I-3110,19640220-0029,243.0
I-3110,19760108-0050,119.0
I-3111,19610918-0027,266.0
I-3111,19761020-0044,127.0
I-3112,19600529-0021,249.0
I-3112,19760108-0050,115.0
I-3112,19910514-0068,114.0
I-3113,19570828-0008,261.0
I-3113,19761020-0044,131.0
I-3113,19921127-0120,115.0
I-3114,19680712-0028,271.0
I-3114,19750331-0036,118.0
I-3114,19920320-0121,113.0
I-3115,19600529-0021,242.0
I-3115,19751018-0039,137.0
I-3116,19630126-0001,235.0
I-3116,19750906-0032,107.0
I-3116,19930906-0110,114.0
I-3117,19690513-0015,275.0
I-3117,19761020-0044,111.0
I-3117,19920206-0072,123.0
I-3118,19640220-0029,242.0
I-3118,19751018-0039,81.0
I-3118,19910206-0081,88.0
I-3119,19640220-0029,295.0
I-3119,19750417-0051,139.0
I-3120,19640220-0029,276.0
I-3120,19760524-0046,148.0
I-3120,19900124-0064,147.0
I-3121,19690408-0009,265.0
I-3121,19780424-0057,114.0
I-3121,19910820-0078,146.0
I-3122,19640220-0029,247.0
I-3122,19781217-0053,145.0
I-3122,19901108-0087,114.0
I-3123,19580218-0007,235.0
I-3123,19761009-0055,132.0
I-3124,19600529-0021,271.0
I-3124,19770224-0058,116.0
I-3125,19580515-0017,232.0
I-3125,19750102-0059,135.0
I-3125,19920917-0109,119.0
I-3126,19690917-0022,235.0
I-3126,19790618-0048,133.0
I-3126,19921201-0094,107.0
I-3127,19610918-0027,248.0
I-3127,19750417-0051,151.0
I-3127,19900723-0126,107.0
I-3128,19610623-0005,249.0
I-3128,19750906-0032,139.0
I-3128,19910403-0103,135.0
I-3129,19640414-0013,297.0
I-3129,19760524-0046,114.0
I-3129,19921002-0129,80.0
I-3130,19690513-0015,248.0
I-3130,19790618-0048,98.0
I-3131,19690513-0015,251.0
I-3131,19750331-0036,101.0
I-3132,19560812-0016,298.0
I-3132,19790618-0048,138.0
I-3133,19560705-0025,283.0
I-3133,19790717-0045,133.0
I-3134,19690917-0022,229.0
I-3134,19750722-0060,133.0
I-3135,19640220-0029,241.0
I-3135,19790708-0041,127.0
I-3136,19650303-0019,286.0
I-3136,19761009-0055,126.0
I-3137,19620424-0026,231.0
