Course Instance,Student id,Status,Grade
I-3643,19961122-0057,not started,
I-1248,19961122-0057,withdrawn,
I-1247,19961122-0057,registered,
I-1245,19961122-0057,registered,
I-4177,19950522-0058,not started,
I-1766,19950522-0058,completed,5.0
I-5442,19950522-0058,completed,4.0
I-4064,19950522-0058,withdrawn,
I-1769,19950522-0058,completed,5.0
I-613,19950522-0058,withdrawn,
I-2095,19950522-0058,withdrawn,
I-614,19950522-0058,withdrawn,
I-1772,19950522-0058,not started,
I-1771,19950522-0058,withdrawn,
I-5341,19950522-0058,not started,
I-1881,19950522-0058,registered,
I-2208,19950522-0058,completed,5.0
I-201,19950522-0058,withdrawn,
I-2506,19970711-0059,completed,5.0
I-2507,19970711-0059,completed,5.0
I-507,19970711-0059,completed,4.0
I-1353,19970711-0059,completed,4.0
I-1579,19970711-0059,registered,
I-2619,19970711-0059,completed,4.0
I-4492,19970711-0059,completed,4.0
I-2624,19970711-0059,registered,
I-1514,19950829-0060,withdrawn,
I-1515,19950829-0060,not started,
I-3498,19950829-0060,not started,
I-1517,19950829-0060,completed,3.0
I-3813,19950829-0060,not started,
I-1626,19950829-0060,withdrawn,
I-1627,19950829-0060,not started,
I-4243,19950829-0060,completed,4.0
I-1965,19980221-0061,not started,
I-3828,19980221-0061,withdrawn,
I-912,19980221-0061,not started,
I-277,19980221-0061,registered,
I-3831,19980221-0061,completed,3.0
I-5210,19980221-0061,completed,5.0
I-3833,19980221-0061,completed,4.0
I-708,19980221-0061,registered,
I-3836,19980221-0061,withdrawn,
I-3945,19980221-0061,registered,
I-3946,19980221-0061,withdrawn,
I-3948,19980221-0061,registered,
I-3947,19980221-0061,registered,
I-929,19980221-0061,not started,
I-4065,19980221-0061,completed,3.0
I-1351,19980221-0061,withdrawn,
I-190,19980221-0061,registered,
I-2300,19960928-0062,completed,5.0
I-3336,19960928-0062,withdrawn,
I-1354,19960928-0062,registered,
I-4591,19960928-0062,completed,3.0
I-301,19960928-0062,not started,
I-1777,19960928-0062,withdrawn,
I-4080,19960928-0062,not started,
I-2416,19960928-0062,completed,4.0
I-1966,19950319-0063,completed,3.0
I-3621,19950319-0063,withdrawn,
I-5110,19950319-0063,completed,4.0
I-4156,19950319-0063,registered,
I-3737,19950319-0063,withdrawn,
I-3024,19950319-0063,registered,
I-3741,19950319-0063,registered,
I-3739,19950319-0063,completed,4.0
I-1468,19970309-0064,completed,3.0
I-82,19970309-0064,registered,
I-3960,19970309-0064,registered,
I-4914,19970309-0064,withdrawn,
I-83,19970309-0064,registered,
I-88,19970309-0064,completed,3.0
I-87,19970309-0064,not started,
I-4484,19970309-0064,registered,
I-2093,19970309-0064,completed,4.0
I-197,19970309-0064,withdrawn,
I-627,19970309-0064,withdrawn,
I-4604,19970309-0064,completed,4.0
I-200,19970309-0064,not started,
I-306,19970309-0064,completed,3.0
I-307,19970309-0064,withdrawn,
I-2326,19970309-0064,not started,
I-3463,19970309-0064,registered,
I-4991,19960315-0065,registered,
I-4992,19960315-0065,registered,
I-4994,19960315-0065,not started,
I-4993,19960315-0065,registered,
I-5113,19960315-0065,completed,4.0
I-5114,19960315-0065,withdrawn,
I-3226,19960315-0065,not started,
I-1241,19960315-0065,completed,4.0
I-5226,19960315-0065,withdrawn,
I-5227,19960315-0065,registered,
I-5021,19960315-0065,withdrawn,
I-5230,19960315-0065,registered,
I-3819,19980425-0066,not started,
I-2387,19980425-0066,withdrawn,
I-2698,19980425-0066,not started,
I-3823,19980425-0066,registered,
I-3933,19980425-0066,withdrawn,
I-2921,19980425-0066,completed,3.0
I-3938,19980425-0066,completed,5.0
I-2699,19980425-0066,withdrawn,
I-1646,19980425-0066,registered,
I-3944,19980425-0066,not started,
I-1753,19980425-0066,withdrawn,
I-3521,19980425-0066,completed,4.0
I-3941,19980425-0066,registered,
I-3942,19980425-0066,registered,
I-4052,19980425-0066,completed,5.0
I-4053,19980425-0066,withdrawn,
I-1758,19980425-0066,not started,
I-4061,19980425-0066,registered,
I-1532,19960924-0067,not started,
I-3416,19960924-0067,registered,
I-1535,19960924-0067,registered,
I-581,19960924-0067,registered,
I-1642,19960924-0067,completed,5.0
I-4576,19960924-0067,not started,
I-1648,19960924-0067,registered,
I-1650,19960924-0067,completed,3.0
I-1329,19951121-0068,registered,
I-1330,19951121-0068,not started,
I-4569,19951121-0068,withdrawn,
I-808,19951121-0068,completed,3.0
I-1333,19951121-0068,completed,3.0
I-1335,19951121-0068,withdrawn,
I-1336,19951121-0068,withdrawn,
I-1338,19951121-0068,not started,
I-1334,19951121-0068,not started,
I-1452,19951121-0068,withdrawn,
I-1453,19951121-0068,completed,3.0
I-1455,19951121-0068,withdrawn,
I-4690,19951121-0068,not started,
I-4367,19980719-0069,withdrawn,
I-4164,19980719-0069,not started,
I-606,19980719-0069,not started,
I-75,19980719-0069,not started,
I-3745,19980719-0069,completed,4.0
I-4171,19980719-0069,withdrawn,
I-4797,19980719-0069,completed,5.0
I-2184,19980719-0069,withdrawn,
I-3646,19980719-0069,completed,5.0
I-2723,19980719-0069,completed,3.0
I-4278,19980719-0069,not started,
I-3443,19980719-0069,registered,
I-3819,19950124-0070,withdrawn,
I-2698,19950124-0070,withdrawn,
I-2387,19950124-0070,completed,4.0
I-1325,19950124-0070,completed,4.0
I-2809,19950124-0070,registered,
I-71,19950124-0070,not started,
I-3938,19950124-0070,registered,
I-3937,19950124-0070,not started,
I-1646,19950124-0070,completed,4.0
I-2069,19950124-0070,completed,4.0
I-3944,19950124-0070,registered,
I-3521,19950124-0070,not started,
I-3939,19950124-0070,not started,
I-3943,19950124-0070,completed,4.0
I-4052,19950124-0070,withdrawn,
I-4053,19950124-0070,not started,
I-4054,19950124-0070,completed,4.0
I-1343,19950124-0070,withdrawn,
I-1008,19990301-0071,completed,4.0
I-3825,19990301-0071,not started,
I-2905,19990301-0071,not started,
I-2692,19990301-0071,completed,5.0
I-1331,19990301-0071,withdrawn,
I-3015,19990301-0071,completed,3.0
I-2393,19990301-0071,completed,5.0
I-5000,19990301-0071,withdrawn,
I-3087,19990313-0072,withdrawn,
I-1521,19990313-0072,completed,4.0
I-3089,19990313-0072,not started,
I-784,19990313-0072,registered,
I-1629,19990313-0072,not started,
I-3197,19990313-0072,completed,4.0
I-3199,19990313-0072,completed,3.0
I-3202,19990313-0072,not started,
I-3304,19990313-0072,completed,3.0
I-3306,19990313-0072,withdrawn,
I-3309,19990313-0072,completed,5.0
I-1737,19990313-0072,not started,
I-42,19990702-0073,completed,4.0
I-2667,19990702-0073,registered,
I-2464,19990702-0073,registered,
I-1414,19990702-0073,not started,
I-2785,19990702-0073,registered,
I-3917,19990702-0073,registered,
I-2787,19990702-0073,completed,5.0
I-2788,19990702-0073,withdrawn,
I-3724,19950309-0074,withdrawn,
I-3109,19950309-0074,not started,
I-5093,19950309-0074,registered,
I-4042,19950309-0074,not started,
I-2592,19950309-0074,completed,3.0
I-1853,19950309-0074,registered,
I-1856,19950309-0074,not started,
I-4358,19950309-0074,withdrawn,
I-709,19990711-0075,not started,
I-711,19990711-0075,completed,3.0
I-611,19990711-0075,registered,
I-4269,19990711-0075,not started,
I-4380,19990711-0075,not started,
I-295,19990711-0075,registered,
I-934,19990711-0075,completed,3.0
I-2618,19990711-0075,completed,3.0
I-936,19990711-0075,registered,
I-937,19990711-0075,not started,
I-926,19961023-0076,not started,
I-2301,19961023-0076,registered,
I-3445,19961023-0076,not started,
I-2724,19961023-0076,completed,4.0
I-301,19961023-0076,not started,
I-3755,19961023-0076,registered,
I-2416,19961023-0076,completed,3.0
I-2415,19961023-0076,not started,
I-1129,19981204-0077,completed,3.0
I-65,19981204-0077,registered,
I-5214,19981204-0077,withdrawn,
I-4157,19981204-0077,registered,
I-179,19981204-0077,withdrawn,
I-3433,19981204-0077,withdrawn,
I-4365,19981204-0077,not started,
I-1971,19981204-0077,completed,5.0
I-291,19981204-0077,registered,
I-293,19981204-0077,completed,4.0
I-4596,19981204-0077,registered,
I-5330,19981204-0077,registered,
I-567,19960414-0078,registered,
I-3294,19960414-0078,not started,
I-2254,19960414-0078,withdrawn,
I-4022,19960414-0078,not started,
I-894,19960414-0078,registered,
I-2370,19960414-0078,withdrawn,
I-2371,19960414-0078,completed,4.0
I-1313,19960414-0078,not started,
I-1117,19950404-0079,completed,5.0
I-805,19950404-0079,registered,
I-2274,19950404-0079,withdrawn,
I-1435,19950404-0079,registered,
I-2277,19950404-0079,registered,
I-2276,19950404-0079,withdrawn,
I-1328,19950404-0079,registered,
I-3308,19950404-0079,completed,4.0
I-694,19950404-0079,withdrawn,
I-1739,19950404-0079,registered,
I-2388,19950404-0079,not started,
I-1756,19950404-0079,completed,3.0
I-2389,19950404-0079,completed,5.0
I-2395,19950404-0079,withdrawn,
I-2903,19950321-0080,not started,
I-2904,19950321-0080,registered,
I-2906,19950321-0080,not started,
I-2905,19950321-0080,completed,3.0
I-808,19950321-0080,completed,3.0
I-4260,19950321-0080,withdrawn,
I-3018,19950321-0080,registered,
I-3017,19950321-0080,registered,
I-4700,19970428-0081,not started,
I-2516,19970428-0081,completed,4.0
I-3852,19970428-0081,not started,
I-3850,19970428-0081,registered,
I-5028,19970428-0081,not started,
I-3859,19970428-0081,not started,
I-4816,19970428-0081,registered,
I-4284,19970428-0081,withdrawn,
I-4081,19970428-0081,completed,4.0
I-3148,19970428-0081,withdrawn,
I-2320,19970428-0081,completed,4.0
I-4085,19970428-0081,withdrawn,
I-983,19980418-0082,withdrawn,
I-984,19980418-0082,withdrawn,
I-4127,19980418-0082,withdrawn,
I-3392,19980418-0082,withdrawn,
I-986,19980418-0082,registered,
I-5291,19980418-0082,registered,
I-1824,19980418-0082,withdrawn,
I-990,19980418-0082,not started,
I-1102,19980418-0082,not started,
I-1108,19980418-0082,completed,3.0
I-2158,19980418-0082,registered,
I-467,19980418-0082,registered,
I-1107,19980418-0082,registered,
I-1106,19980418-0082,completed,4.0
I-1638,19980418-0082,withdrawn,
I-4145,19980418-0082,completed,5.0
I-2482,19980418-0082,completed,3.0
I-3205,19980418-0082,completed,3.0
I-1218,19980418-0082,completed,3.0
I-802,19980418-0082,registered,
I-1223,19980418-0082,completed,4.0
I-1225,19980418-0082,not started,
I-1227,19980418-0082,completed,5.0
I-4987,19980418-0082,registered,
I-3502,19970820-0083,not started,
I-4454,19970820-0083,completed,5.0
I-1530,19970820-0083,withdrawn,
I-1735,19970820-0083,registered,
I-2678,19970820-0083,not started,
I-4134,19970820-0083,registered,
I-5197,19970820-0083,withdrawn,
I-3203,19970820-0083,registered,
I-3105,19970820-0083,not started,
I-2682,19970820-0083,registered,
I-2794,19970820-0083,not started,
I-4346,19970820-0083,registered,
I-2797,19970820-0083,withdrawn,
I-4351,19970820-0083,not started,
I-2800,19970820-0083,registered,
I-1551,19950907-0084,completed,3.0
I-1552,19950907-0084,withdrawn,
I-1137,19950907-0084,not started,
I-1554,19950907-0084,registered,
I-1660,19950907-0084,not started,
I-1661,19950907-0084,withdrawn,
I-1664,19950907-0084,completed,3.0
I-4594,19950907-0084,registered,
I-4124,19950703-0085,withdrawn,
I-2565,19950703-0085,not started,
I-4130,19950703-0085,withdrawn,
I-3802,19950703-0085,completed,5.0
I-254,19950703-0085,withdrawn,
I-4238,19950703-0085,not started,
I-5084,19950703-0085,withdrawn,
I-4450,19950703-0085,withdrawn,
I-1035,19961124-0086,withdrawn,
I-4702,19961124-0086,not started,
I-1036,19961124-0086,completed,3.0
I-3540,19961124-0086,withdrawn,
I-3147,19961124-0086,completed,5.0
I-2101,19961124-0086,withdrawn,
I-3345,19961124-0086,completed,5.0
I-2105,19961124-0086,not started,
I-2213,19961124-0086,completed,3.0
I-3466,19961124-0086,completed,4.0
I-2217,19961124-0086,withdrawn,
I-4609,19961124-0086,not started,
I-377,19980805-0087,registered,
I-485,19980805-0087,not started,
I-4355,19980805-0087,not started,
I-4356,19980805-0087,withdrawn,
I-4357,19980805-0087,not started,
I-4358,19980805-0087,not started,
I-4362,19980805-0087,withdrawn,
I-4895,19980805-0087,withdrawn,
I-3019,19980805-0087,not started,
I-4359,19980805-0087,withdrawn,
I-4807,19980805-0087,completed,3.0
I-5321,19980805-0087,not started,
I-4477,19980805-0087,withdrawn,
I-3631,19980805-0087,registered,
I-4589,19980805-0087,completed,4.0
I-4275,19980805-0087,withdrawn,
I-4592,19980805-0087,not started,
I-2094,19980805-0087,completed,3.0
I-1528,19970721-0088,not started,
I-891,19970721-0088,completed,4.0
I-2681,19970721-0088,registered,
I-4135,19970721-0088,withdrawn,
I-4246,19970721-0088,registered,
I-4247,19970721-0088,withdrawn,
I-4249,19970721-0088,withdrawn,
I-5413,19970721-0088,not started,
I-4437,19970904-0089,completed,5.0
I-344,19970904-0089,completed,4.0
I-346,19970904-0089,withdrawn,
I-4132,19970904-0089,registered,
I-351,19970904-0089,registered,
I-2777,19970904-0089,not started,
I-674,19970904-0089,completed,5.0
I-140,19970904-0089,withdrawn,
I-345,19970904-0089,withdrawn,
I-349,19970904-0089,registered,
I-148,19970904-0089,completed,4.0
I-461,19970904-0089,completed,4.0
I-463,19970904-0089,withdrawn,
I-469,19970904-0089,completed,3.0
I-1540,19970904-0089,registered,
I-4989,19970904-0089,completed,5.0
I-264,19970904-0089,registered,
I-803,19970904-0089,not started,
I-1319,19960609-0090,registered,
I-4348,19960609-0090,withdrawn,
I-4881,19960609-0090,not started,
I-1327,19960609-0090,completed,3.0
I-1440,19960609-0090,completed,3.0
I-1441,19960609-0090,not started,
I-1443,19960609-0090,not started,
I-1123,19960609-0090,registered,
I-807,19960609-0090,registered,
I-1451,19960609-0090,completed,5.0
I-4885,19960609-0090,not started,
I-4568,19960609-0090,withdrawn,
I-2705,19960609-0090,completed,3.0
I-1450,19960609-0090,completed,4.0
I-4991,19990918-0091,completed,5.0
I-4994,19990918-0091,completed,3.0
I-4361,19990918-0091,registered,
I-4996,19990918-0091,not started,
I-5113,19990918-0091,registered,
I-3844,19990918-0091,completed,3.0
I-3226,19990918-0091,not started,
I-5116,19990918-0091,withdrawn,
I-1030,19990918-0091,not started,
I-1032,19990918-0091,registered,
I-5228,19990918-0091,completed,5.0
I-1773,19990918-0091,withdrawn,
I-362,19980925-0092,withdrawn,
I-5293,19980925-0092,not started,
I-5294,19980925-0092,withdrawn,
I-5295,19980925-0092,completed,5.0
I-3212,19980925-0092,registered,
I-4251,19980925-0092,withdrawn,
I-1224,19980925-0092,completed,5.0
I-5414,19980925-0092,completed,5.0
I-1034,19960227-0093,registered,
I-5229,19960227-0093,registered,
I-2201,19960227-0093,registered,
I-4696,19960227-0093,withdrawn,
I-4492,19960227-0093,withdrawn,
I-513,19960227-0093,not started,
I-4498,19960227-0093,withdrawn,
I-4497,19960227-0093,completed,5.0
I-4608,19960227-0093,registered,
I-208,19960227-0093,completed,5.0
I-2635,19960227-0093,registered,
I-4617,19960227-0093,registered,
I-993,19990531-0094,not started,
I-4981,19990531-0094,not started,
I-3814,19990531-0094,registered,
I-1837,19990531-0094,withdrawn,
I-3923,19990531-0094,completed,4.0
I-2278,19990531-0094,not started,
I-476,19990531-0094,not started,
I-3927,19990531-0094,not started,
I-4043,19990531-0094,withdrawn,
I-5211,19990531-0094,not started,
I-4047,19990531-0094,registered,
I-4793,19990531-0094,completed,5.0
I-4045,19990531-0094,completed,5.0
I-4049,19990531-0094,not started,
I-4050,19990531-0094,completed,5.0
I-4048,19990531-0094,not started,
I-175,19970408-0095,registered,
I-374,19970408-0095,not started,
I-375,19970408-0095,withdrawn,
I-376,19970408-0095,registered,
I-383,19970408-0095,withdrawn,
I-494,19970408-0095,withdrawn,
I-495,19970408-0095,completed,5.0
I-496,19970408-0095,not started,
I-3962,19970408-0095,registered,
I-833,19970408-0095,not started,
I-720,19970408-0095,withdrawn,
I-3132,19970408-0095,registered,
I-2284,19990427-0096,withdrawn,
I-2285,19990427-0096,not started,
I-2287,19990427-0096,withdrawn,
I-2286,19990427-0096,registered,
I-2396,19990427-0096,completed,5.0
I-286,19990427-0096,registered,
I-2398,19990427-0096,not started,
I-2403,19990427-0096,completed,5.0
I-4682,19990518-0097,withdrawn,
I-5309,19990518-0097,registered,
I-5310,19990518-0097,withdrawn,
I-5312,19990518-0097,not started,
I-5311,19990518-0097,withdrawn,
I-1556,19990518-0097,registered,
I-918,19990518-0097,registered,
I-1862,19990518-0097,completed,5.0
I-5431,19990518-0097,not started,
I-3911,19960704-0098,registered,
I-33,19960704-0098,registered,
I-36,19960704-0098,completed,4.0
I-4329,19960704-0098,completed,3.0
I-460,19960704-0098,completed,4.0
I-149,19960704-0098,not started,
I-3817,19960704-0098,not started,
I-151,19960704-0098,withdrawn,
I-2165,19960704-0098,not started,
I-152,19960704-0098,not started,
I-159,19960704-0098,withdrawn,
I-1214,19960704-0098,completed,4.0
I-3103,19960704-0098,registered,
I-157,19960704-0098,registered,
I-262,19960704-0098,registered,
I-264,19960704-0098,completed,5.0
I-265,19960704-0098,withdrawn,
I-2481,19960704-0098,completed,4.0
I-1329,19960621-0099,not started,
I-1330,19960621-0099,completed,3.0
I-1331,19960621-0099,registered,
I-1332,19960621-0099,not started,
I-4791,19960621-0099,completed,3.0
I-1334,19960621-0099,withdrawn,
I-1335,19960621-0099,registered,
I-1338,19960621-0099,completed,5.0
I-5000,19960621-0099,withdrawn,
I-1452,19960621-0099,not started,
I-1453,19960621-0099,withdrawn,
I-1454,19960621-0099,registered,
I-1456,19960621-0099,registered,
I-1616,19980203-0100,completed,3.0
I-5286,19980203-0100,registered,
I-4235,19980203-0100,withdrawn,
I-5290,19980203-0100,completed,5.0
I-5400,19980203-0100,not started,
I-5401,19980203-0100,registered,
I-2474,19980203-0100,completed,4.0
I-4139,19980203-0100,not started,
I-3317,19960101-0101,withdrawn,
I-2488,19960101-0101,completed,5.0
I-5426,19960101-0101,registered,
I-2490,19960101-0101,withdrawn,
I-2602,19960101-0101,completed,3.0
I-1240,19960101-0101,completed,5.0
I-1018,19960101-0101,not started,
I-1023,19960101-0101,registered,
I-3733,19950821-0102,completed,5.0
I-374,19950821-0102,registered,
I-375,19950821-0102,withdrawn,
I-376,19950821-0102,registered,
I-3532,19950821-0102,registered,
I-494,19950821-0102,completed,3.0
I-2605,19950821-0102,not started,
I-496,19950821-0102,registered,
I-612,19950821-0102,completed,3.0
I-1768,19950821-0102,completed,5.0
I-3135,19950821-0102,completed,5.0
I-1466,19950821-0102,withdrawn,
I-184,19970806-0103,completed,4.0
I-2293,19970806-0103,completed,3.0
I-3333,19970806-0103,completed,4.0
I-1977,19970806-0103,not started,
I-400,19970806-0103,completed,5.0
I-1251,19970806-0103,not started,
I-3539,19970806-0103,withdrawn,
I-2093,19970806-0103,completed,4.0
I-1575,19970806-0103,completed,3.0
I-2211,19970806-0103,not started,
I-1885,19970806-0103,withdrawn,
I-5133,19970806-0103,not started,
I-2212,19970806-0103,registered,
I-4181,19970806-0103,completed,4.0
I-2207,19970806-0103,not started,
I-4286,19970806-0103,not started,
I-1573,19970806-0103,withdrawn,
I-1355,19960123-0104,withdrawn,
I-4273,19960123-0104,withdrawn,
I-834,19960123-0104,withdrawn,
I-512,19960123-0104,registered,
I-4176,19960123-0104,withdrawn,
I-1570,19960123-0104,completed,3.0
I-1765,19960123-0104,not started,
I-4179,19960123-0104,not started,
I-4283,19960123-0104,completed,4.0
I-3968,19960123-0104,withdrawn,
I-1042,19960123-0104,completed,4.0
I-4287,19960123-0104,registered,
I-3023,19970630-0105,completed,5.0
I-2713,19970630-0105,withdrawn,
I-610,19970630-0105,registered,
I-2715,19970630-0105,registered,
I-2822,19970630-0105,registered,
I-2823,19970630-0105,withdrawn,
I-2308,19970630-0105,withdrawn,
I-2201,19970630-0105,registered,
I-3629,19950316-0106,not started,
I-2916,19950316-0106,not started,
I-5314,19950316-0106,withdrawn,
I-2915,19950316-0106,withdrawn,
I-1648,19950316-0106,withdrawn,
I-381,19950316-0106,not started,
I-275,19950316-0106,completed,3.0
I-4887,19950316-0106,registered,
I-71,19950316-0106,completed,3.0
I-3319,19950316-0106,withdrawn,
I-2926,19950316-0106,not started,
I-3024,19950316-0106,not started,
I-3845,19950316-0106,completed,3.0
I-3026,19950316-0106,not started,
I-2055,19981226-0107,registered,
I-1943,19981226-0107,completed,3.0
I-3708,19981226-0107,withdrawn,
I-1210,19981226-0107,completed,4.0
I-1741,19981226-0107,completed,4.0
I-2059,19981226-0107,registered,
I-2062,19981226-0107,completed,4.0
I-56,19981226-0107,not started,
I-2707,19981226-0107,completed,3.0
I-1647,19981226-0107,registered,
I-491,19981226-0107,registered,
I-705,19981226-0107,registered,
I-3848,19960818-0108,completed,3.0
I-2516,19960818-0108,registered,
I-3853,19960818-0108,not started,
I-3851,19960818-0108,completed,3.0
I-3237,19960818-0108,registered,
I-3858,19960818-0108,not started,
I-3131,19960818-0108,not started,
I-2200,19960818-0108,withdrawn,
I-3855,19960818-0108,not started,
I-5242,19960818-0108,completed,3.0
I-4714,19960818-0108,withdrawn,
I-3656,19960818-0108,not started,
I-3969,19960818-0108,registered,
I-4081,19960818-0108,not started,
I-4291,19960818-0108,registered,
I-2320,19960818-0108,withdrawn,
I-4086,19960818-0108,not started,
I-3292,19970805-0109,registered,
I-2671,19970805-0109,withdrawn,
I-2887,19970805-0109,completed,3.0
I-2886,19970805-0109,withdrawn,
I-1309,19970805-0109,completed,5.0
I-2997,19970805-0109,registered,
I-4139,19970805-0109,not started,
I-3097,19970805-0109,not started,
I-3428,19960118-0110,completed,5.0
I-2920,19960118-0110,registered,
I-4680,19960118-0110,withdrawn,
I-4681,19960118-0110,not started,
I-4169,19960118-0110,withdrawn,
I-4798,19960118-0110,completed,4.0
I-4800,19960118-0110,withdrawn,
I-4804,19960118-0110,registered,
I-4906,19960118-0110,withdrawn,
I-4907,19960118-0110,completed,3.0
I-4911,19960118-0110,completed,4.0
I-5333,19960118-0110,withdrawn,
I-1522,19950511-0111,not started,
I-3105,19950511-0111,withdrawn,
I-1531,19950511-0111,registered,
I-1530,19950511-0111,not started,
I-1529,19950511-0111,completed,4.0
I-1524,19950511-0111,registered,
I-2675,19950511-0111,withdrawn,
I-1730,19950511-0111,not started,
I-1527,19950511-0111,not started,
I-1528,19950511-0111,completed,5.0
I-5412,19950511-0111,not started,
I-1954,19950511-0111,not started,
I-1636,19950511-0111,withdrawn,
I-1634,19950511-0111,not started,
I-1635,19950511-0111,completed,3.0
I-1637,19950511-0111,not started,
I-1641,19950511-0111,completed,4.0
I-1640,19950511-0111,registered,
I-1638,19950511-0111,withdrawn,
I-5011,19990530-0112,withdrawn,
I-5123,19990530-0112,not started,
I-5016,19990530-0112,not started,
I-189,19990530-0112,registered,
I-3137,19990530-0112,completed,4.0
I-720,19990530-0112,not started,
I-5018,19990530-0112,completed,5.0
I-831,19990530-0112,completed,3.0
I-5234,19990530-0112,not started,
I-515,19990530-0112,completed,3.0
I-4073,19990530-0112,completed,4.0
I-5137,19990530-0112,registered,
I-5132,19990530-0112,registered,
I-5038,19990530-0112,withdrawn,
I-5245,19990530-0112,completed,3.0
I-5246,19990530-0112,completed,3.0
I-5247,19990530-0112,completed,5.0
I-3636,19961117-0113,completed,5.0
I-1653,19961117-0113,completed,5.0
I-5322,19961117-0113,withdrawn,
I-76,19961117-0113,withdrawn,
I-5015,19961117-0113,not started,
I-190,19961117-0113,completed,5.0
I-3338,19961117-0113,withdrawn,
I-397,19961117-0113,registered,
I-298,19961117-0113,registered,
I-299,19961117-0113,withdrawn,
I-300,19961117-0113,registered,
I-302,19961117-0113,withdrawn,
I-2051,19981221-0114,registered,
I-793,19981221-0114,registered,
I-995,19981221-0114,not started,
I-2793,19981221-0114,registered,
I-999,19981221-0114,completed,5.0
I-994,19981221-0114,not started,
I-4878,19981221-0114,not started,
I-2585,19981221-0114,completed,3.0
I-1114,19981221-0114,not started,
I-1115,19981221-0114,completed,4.0
I-5416,19981221-0114,not started,
I-2168,19981221-0114,registered,
I-1737,19981221-0114,not started,
I-2173,19981221-0114,registered,
I-1118,19981221-0114,withdrawn,
I-2273,19981221-0114,not started,
I-700,19981221-0114,not started,
I-4354,19981221-0114,registered,
I-1232,19981221-0114,withdrawn,
I-489,19981221-0114,withdrawn,
I-2489,19950924-0115,not started,
I-3621,19950924-0115,registered,
I-4156,19950924-0115,completed,5.0
I-3622,19950924-0115,not started,
I-3737,19950924-0115,registered,
I-3738,19950924-0115,registered,
I-3438,19950924-0115,registered,
I-3739,19950924-0115,registered,
I-3740,19950924-0115,completed,4.0
I-4264,19950924-0115,registered,
I-915,19950924-0115,withdrawn,
I-4797,19950924-0115,withdrawn,
I-4490,19970112-0116,registered,
I-4694,19970112-0116,withdrawn,
I-505,19970112-0116,completed,5.0
I-4700,19970112-0116,completed,5.0
I-4816,19970112-0116,registered,
I-1574,19970112-0116,registered,
I-4819,19970112-0116,withdrawn,
I-4387,19970112-0116,completed,3.0
I-4927,19970112-0116,not started,
I-3664,19970112-0116,not started,
I-106,19970112-0116,registered,
I-1270,19970112-0116,withdrawn,
I-1228,19960911-0117,registered,
I-702,19960911-0117,completed,3.0
I-703,19960911-0117,withdrawn,
I-701,19960911-0117,not started,
I-815,19960911-0117,not started,
I-816,19960911-0117,registered,
I-820,19960911-0117,withdrawn,
I-2717,19960911-0117,not started,
I-925,19960911-0117,completed,4.0
I-927,19960911-0117,withdrawn,
I-829,19960911-0117,not started,
I-2610,19960911-0117,completed,5.0
I-1001,19970925-0118,completed,4.0
I-900,19970925-0118,registered,
I-1003,19970925-0118,completed,5.0
I-1004,19970925-0118,not started,
I-1122,19970925-0118,not started,
I-2595,19970925-0118,completed,5.0
I-3729,19970925-0118,completed,3.0
I-1442,19970925-0118,not started,
I-811,19970925-0118,withdrawn,
I-1235,19970925-0118,registered,
I-1237,19970925-0118,withdrawn,
I-2398,19970925-0118,completed,5.0
I-1239,19970925-0118,completed,3.0
I-2711,19961108-0119,withdrawn,
I-2713,19961108-0119,withdrawn,
I-2717,19961108-0119,registered,
I-1239,19961108-0119,withdrawn,
I-2822,19961108-0119,completed,3.0
I-1470,19961108-0119,completed,3.0
I-1984,19961108-0119,registered,
I-2829,19961108-0119,completed,3.0
I-1965,19960829-0120,not started,
I-3828,19960829-0120,completed,5.0
I-912,19960829-0120,not started,
I-3322,19960829-0120,completed,4.0
I-3945,19960829-0120,registered,
I-3946,19960829-0120,completed,4.0
I-3948,19960829-0120,not started,
I-3949,19960829-0120,registered,
I-3633,19960829-0120,not started,
I-3952,19960829-0120,not started,
I-916,19960829-0120,not started,
I-1243,19960829-0120,completed,3.0
I-4481,19960829-0120,not started,
I-929,19960829-0120,registered,
I-4065,19960829-0120,registered,
I-1770,19960829-0120,not started,
I-4070,19960829-0120,withdrawn,
I-2300,19990317-0121,completed,5.0
I-3336,19990317-0121,completed,3.0
I-4591,19990317-0121,not started,
I-3445,19990317-0121,withdrawn,
I-301,19990317-0121,registered,
I-5452,19990317-0121,registered,
I-4080,19990317-0121,completed,4.0
I-5135,19990317-0121,not started,
I-994,19990521-0122,completed,4.0
I-4666,19990521-0122,completed,5.0
I-4978,19990521-0122,completed,4.0
I-795,19990521-0122,completed,5.0
I-5092,19990521-0122,completed,5.0
I-2689,19990521-0122,completed,3.0
I-5094,19990521-0122,withdrawn,
I-5097,19990521-0122,withdrawn,
I-380,19990521-0122,completed,4.0
I-5210,19990521-0122,withdrawn,
I-4044,19990521-0122,completed,4.0
I-4261,19990521-0122,not started,
I-1563,19950709-0123,withdrawn,
I-1028,19950709-0123,withdrawn,
I-1029,19950709-0123,registered,
I-1031,19950709-0123,withdrawn,
I-5226,19950709-0123,registered,
I-1984,19950709-0123,not started,
I-1034,19950709-0123,withdrawn,
I-1981,19950709-0123,completed,4.0
I-1037,19950709-0123,registered,
