Course code,Study period,Academic year,Instance_id,Examiner
1230,1.0,2021-2022,I-2933,19620424-0026
1218,4.0,2021-2022,I-2934,19680712-0028
1166,3.0,2021-2022,I-2935,19600529-0021
1104,2.0,2021-2022,I-2936,19680712-0028
1013,3.0,2021-2022,I-2937,19570826-0012
1244,1.0,2022-2023,I-2938,19640414-0013
1245,2.0,2022-2023,I-2939,19600905-0003
1214,1.0,2022-2023,I-2940,19570828-0008
1265,1.0,2022-2023,I-2941,19561222-0030
1183,3.0,2022-2023,I-2942,19580218-0007
1126,4.0,2022-2023,I-2943,19600529-0021
1066,1.0,2022-2023,I-2944,19561222-0030
1051,4.0,2022-2023,I-2945,19610623-0005
1018,2.0,2022-2023,I-2946,19600814-0002
1169,4.0,2023-2024,I-2947,19620424-0026
1159,3.0,2023-2024,I-2948,19650303-0019
1184,2.0,2023-2024,I-2949,19640220-0029
1133,4.0,2023-2024,I-2950,19601021-0018
1241,2.0,2023-2024,I-2951,19570615-0011
1215,4.0,2023-2024,I-2952,19690917-0022
1197,4.0,2023-2024,I-2953,19611219-0014
1011,2.0,2023-2024,I-2954,19580515-0017
1240,2.0,2013-2014,I-2955,19680712-0028
1176,1.0,2013-2014,I-2956,19610623-0005
1298,3.0,2013-2014,I-2957,19650303-0019
1247,2.0,2013-2014,I-2958,19611219-0014
1228,4.0,2013-2014,I-2959,19690917-0022
1026,4.0,2013-2014,I-2960,19560612-0010
1218,3.0,2013-2014,I-2961,19630126-0001
1128,2.0,2013-2014,I-2962,19561222-0030
1087,4.0,2013-2014,I-2963,19690408-0009
1074,2.0,2013-2014,I-2964,19561222-0030
1064,4.0,2013-2014,I-2965,19580218-0007
1029,4.0,2013-2014,I-2966,19600905-0003
1228,2.0,2014-2015,I-2967,19640220-0029
1286,3.0,2014-2015,I-2968,19561222-0030
1168,4.0,2014-2015,I-2969,19690408-0009
1156,4.0,2014-2015,I-2970,19601021-0018
1078,3.0,2014-2015,I-2971,19610918-0027
1257,2.0,2014-2015,I-2972,19570828-0008
1010,1.0,2014-2015,I-2973,19570826-0012
1009,2.0,2014-2015,I-2974,19610620-0006
1007,3.0,2014-2015,I-2975,19570828-0008
1279,4.0,2015-2016,I-2976,19620522-0023
1224,2.0,2015-2016,I-2977,19690513-0015
1116,2.0,2015-2016,I-2978,19560812-0016
1086,1.0,2015-2016,I-2979,19611219-0014
1023,4.0,2015-2016,I-2980,19601021-0018
1234,4.0,2015-2016,I-2981,19620831-0024
1151,2.0,2015-2016,I-2982,19600529-0021
1128,4.0,2015-2016,I-2983,19611219-0014
1030,4.0,2015-2016,I-2984,19620831-0024
1009,1.0,2015-2016,I-2985,19610918-0027
1248,3.0,2016-2017,I-2986,19620522-0023
1208,3.0,2016-2017,I-2987,19690513-0015
1159,1.0,2016-2017,I-2988,19590129-0004
1080,2.0,2016-2017,I-2989,19561222-0030
1179,3.0,2016-2017,I-2990,19560612-0010
1148,4.0,2016-2017,I-2991,19580515-0017
1132,4.0,2016-2017,I-2992,19620424-0026
1085,3.0,2016-2017,I-2993,19610623-0005
1053,1.0,2016-2017,I-2994,19690917-0022
1036,3.0,2016-2017,I-2995,19600814-0002
1260,3.0,2017-2018,I-2996,19570826-0012
1060,2.0,2017-2018,I-2997,19560705-0025
1218,3.0,2017-2018,I-2998,19620831-0024
1165,1.0,2017-2018,I-2999,19561222-0030
1011,2.0,2017-2018,I-3000,19620522-0023
1216,2.0,2017-2018,I-3001,19600814-0002
1120,3.0,2017-2018,I-3002,19610620-0006
1049,4.0,2017-2018,I-3003,19620831-0024
1036,4.0,2017-2018,I-3004,19690513-0015
1286,1.0,2018-2019,I-3005,19570826-0012
1274,2.0,2018-2019,I-3006,19610918-0027
1222,1.0,2018-2019,I-3007,19610918-0027
1206,3.0,2018-2019,I-3008,19620424-0026
1058,4.0,2018-2019,I-3009,19611219-0014
1248,3.0,2018-2019,I-3010,19660630-0020
1219,4.0,2018-2019,I-3011,19690917-0022
1098,1.0,2018-2019,I-3012,19660630-0020
1049,4.0,2018-2019,I-3013,19561222-0030
1285,3.0,2019-2020,I-3014,19570615-0011
1252,2.0,2019-2020,I-3015,19610620-0006
1104,2.0,2019-2020,I-3016,19610623-0005
1282,2.0,2019-2020,I-3017,19610623-0005
1235,3.0,2019-2020,I-3018,19611219-0014
1215,3.0,2019-2020,I-3019,19560705-0025
1107,4.0,2019-2020,I-3020,19680712-0028
1084,3.0,2019-2020,I-3021,19630126-0001
1045,2.0,2019-2020,I-3022,19560612-0010
1297,4.0,2020-2021,I-3023,19610918-0027
1171,1.0,2020-2021,I-3024,19610918-0027
1100,1.0,2020-2021,I-3025,19690513-0015
1005,4.0,2020-2021,I-3026,19611219-0014
1272,1.0,2020-2021,I-3027,19690917-0022
1263,4.0,2020-2021,I-3028,19630126-0001
1207,2.0,2020-2021,I-3029,19570826-0012
1175,3.0,2020-2021,I-3030,19610623-0005
1156,1.0,2020-2021,I-3031,19650303-0019
1204,2.0,2021-2022,I-3032,19610623-0005
1109,4.0,2021-2022,I-3033,19630126-0001
1223,4.0,2021-2022,I-3034,19610623-0005
1179,3.0,2021-2022,I-3035,19660630-0020
1152,2.0,2021-2022,I-3036,19600529-0021
1157,4.0,2021-2022,I-3037,19570615-0011
1140,1.0,2021-2022,I-3038,19610620-0006
1064,4.0,2021-2022,I-3039,19580218-0007
1056,1.0,2021-2022,I-3040,19660630-0020
1014,1.0,2021-2022,I-3041,19570828-0008
1090,1.0,2022-2023,I-3042,19600814-0002
1213,4.0,2022-2023,I-3043,19590129-0004
1155,2.0,2022-2023,I-3044,19620424-0026
1112,2.0,2022-2023,I-3045,19570828-0008
1037,4.0,2022-2023,I-3046,19560612-0010
1227,4.0,2022-2023,I-3047,19600529-0021
1118,2.0,2022-2023,I-3048,19601021-0018
1038,3.0,2022-2023,I-3049,19690408-0009
1033,4.0,2022-2023,I-3050,19570615-0011
1122,2.0,2023-2024,I-3051,19560812-0016
1273,4.0,2023-2024,I-3052,19600905-0003
1126,4.0,2023-2024,I-3053,19600905-0003
1115,4.0,2023-2024,I-3054,19560612-0010
1134,4.0,2023-2024,I-3055,19580218-0007
1082,4.0,2023-2024,I-3056,19630126-0001
1068,4.0,2023-2024,I-3057,19580515-0017
1052,1.0,2023-2024,I-3058,19600905-0003
1184,4.0,2013-2014,I-3059,19580218-0007
1119,3.0,2013-2014,I-3060,19640414-0013
1246,3.0,2013-2014,I-3061,19590129-0004
1192,2.0,2013-2014,I-3062,19640414-0013
1180,2.0,2013-2014,I-3063,19610623-0005
1177,2.0,2013-2014,I-3064,19660630-0020
1252,2.0,2013-2014,I-3065,19650303-0019
1220,1.0,2013-2014,I-3066,19690408-0009
1175,4.0,2013-2014,I-3067,19640414-0013
1080,1.0,2013-2014,I-3068,19560612-0010
1077,1.0,2013-2014,I-3069,19580218-0007
1284,4.0,2014-2015,I-3070,19590129-0004
1213,4.0,2014-2015,I-3071,19560705-0025
1122,2.0,2014-2015,I-3072,19580515-0017
1052,4.0,2014-2015,I-3073,19690408-0009
1207,3.0,2014-2015,I-3074,19560612-0010
1197,2.0,2014-2015,I-3075,19610918-0027
1167,4.0,2014-2015,I-3076,19660630-0020
1154,2.0,2014-2015,I-3077,19570828-0008
1128,4.0,2014-2015,I-3078,19570828-0008
1145,4.0,2015-2016,I-3079,19601021-0018
1061,3.0,2015-2016,I-3080,19570826-0012
1147,1.0,2015-2016,I-3081,19590129-0004
1128,4.0,2015-2016,I-3082,19560812-0016
1207,2.0,2015-2016,I-3083,19630126-0001
1188,4.0,2015-2016,I-3084,19600529-0021
1120,1.0,2015-2016,I-3085,19580515-0017
1103,2.0,2015-2016,I-3086,19601021-0018
1229,1.0,2016-2017,I-3087,19650303-0019
1036,1.0,2016-2017,I-3088,19570615-0011
1203,4.0,2016-2017,I-3089,19620831-0024
1095,3.0,2016-2017,I-3090,19601021-0018
1265,3.0,2016-2017,I-3091,19611219-0014
1165,1.0,2016-2017,I-3092,19620522-0023
1125,1.0,2016-2017,I-3093,19640220-0029
1052,1.0,2016-2017,I-3094,19561222-0030
1022,2.0,2016-2017,I-3095,19660630-0020
1003,2.0,2016-2017,I-3096,19610918-0027
1011,1.0,2017-2018,I-3097,19690408-0009
1172,3.0,2017-2018,I-3098,19690408-0009
1095,1.0,2017-2018,I-3099,19611219-0014
1277,4.0,2017-2018,I-3100,19580218-0007
1188,2.0,2017-2018,I-3101,19580218-0007
1126,4.0,2017-2018,I-3102,19680712-0028
1066,3.0,2017-2018,I-3103,19620522-0023
1042,1.0,2017-2018,I-3104,19610623-0005
1006,2.0,2017-2018,I-3105,19680712-0028
1178,2.0,2018-2019,I-3106,19620522-0023
1144,4.0,2018-2019,I-3107,19620522-0023
1283,1.0,2018-2019,I-3108,19601021-0018
1191,2.0,2018-2019,I-3109,19640220-0029
1288,2.0,2018-2019,I-3110,19611219-0014
1242,3.0,2018-2019,I-3111,19580218-0007
1231,3.0,2018-2019,I-3112,19600814-0002
1183,1.0,2018-2019,I-3113,19600905-0003
1161,4.0,2018-2019,I-3114,19630126-0001
1114,3.0,2018-2019,I-3115,19580218-0007
1119,4.0,2019-2020,I-3116,19570826-0012
1299,1.0,2019-2020,I-3117,19600905-0003
1067,3.0,2019-2020,I-3118,19570826-0012
1279,3.0,2019-2020,I-3119,19580218-0007
1244,1.0,2019-2020,I-3120,19600905-0003
1149,4.0,2019-2020,I-3121,19560705-0025
1010,3.0,2019-2020,I-3122,19620831-0024
1221,2.0,2020-2021,I-3123,19600529-0021
1197,4.0,2020-2021,I-3124,19620522-0023
1038,3.0,2020-2021,I-3125,19570826-0012
1285,3.0,2020-2021,I-3126,19570826-0012
1243,3.0,2020-2021,I-3127,19580515-0017
1179,2.0,2020-2021,I-3128,19560612-0010
1029,1.0,2020-2021,I-3129,19600905-0003
1021,1.0,2020-2021,I-3130,19690917-0022
1246,4.0,2021-2022,I-3131,19580218-0007
1267,4.0,2021-2022,I-3132,19561222-0030
1181,1.0,2021-2022,I-3133,19640414-0013
1084,4.0,2021-2022,I-3134,19620831-0024
1025,2.0,2021-2022,I-3135,19690513-0015
1254,4.0,2021-2022,I-3136,19660630-0020
1222,4.0,2021-2022,I-3137,19601021-0018
1150,4.0,2021-2022,I-3138,19620831-0024
1056,2.0,2021-2022,I-3139,19640220-0029
1015,1.0,2021-2022,I-3140,19600814-0002
1123,2.0,2022-2023,I-3141,19561222-0030
1202,2.0,2022-2023,I-3142,19620522-0023
1168,3.0,2022-2023,I-3143,19640220-0029
1295,1.0,2022-2023,I-3144,19620522-0023
1207,3.0,2022-2023,I-3145,19560612-0010
1208,3.0,2022-2023,I-3146,19620424-0026
1102,2.0,2022-2023,I-3147,19640220-0029
1201,3.0,2023-2024,I-3148,19640414-0013
1015,1.0,2023-2024,I-3149,19650303-0019
1270,4.0,2023-2024,I-3150,19600905-0003
1260,3.0,2023-2024,I-3151,19600814-0002
1231,3.0,2023-2024,I-3152,19601021-0018
1249,3.0,2023-2024,I-3153,19640220-0029
1212,2.0,2023-2024,I-3154,19560812-0016
1189,4.0,2023-2024,I-3155,19600814-0002
1154,1.0,2023-2024,I-3156,19600529-0021
1021,1.0,2023-2024,I-3157,19690917-0022
1050,3.0,2013-2014,I-3158,19570826-0012
1263,3.0,2013-2014,I-3159,19660630-0020
1147,4.0,2013-2014,I-3160,19610918-0027
1247,4.0,2013-2014,I-3161,19620831-0024
1233,1.0,2013-2014,I-3162,19560612-0010
1214,2.0,2013-2014,I-3163,19570828-0008
1127,1.0,2013-2014,I-3164,19570615-0011
1091,4.0,2013-2014,I-3165,19660630-0020
1205,3.0,2014-2015,I-3166,19560705-0025
1022,3.0,2014-2015,I-3167,19580515-0017
1037,4.0,2014-2015,I-3168,19650303-0019
1013,2.0,2014-2015,I-3169,19650303-0019
1243,3.0,2014-2015,I-3170,19680712-0028
1075,4.0,2014-2015,I-3171,19600529-0021
1069,2.0,2014-2015,I-3172,19610620-0006
1067,4.0,2014-2015,I-3173,19600814-0002
1162,3.0,2015-2016,I-3174,19640220-0029
1039,4.0,2015-2016,I-3175,19601021-0018
1163,3.0,2015-2016,I-3176,19610623-0005
1065,3.0,2015-2016,I-3177,19690513-0015
1035,2.0,2015-2016,I-3178,19600814-0002
1005,2.0,2015-2016,I-3179,19620831-0024
1137,3.0,2015-2016,I-3180,19610918-0027
1136,3.0,2015-2016,I-3181,19600905-0003
1119,4.0,2015-2016,I-3182,19611219-0014
1105,3.0,2015-2016,I-3183,19600814-0002
1104,2.0,2015-2016,I-3184,19620424-0026
1095,2.0,2015-2016,I-3185,19570615-0011
1187,1.0,2016-2017,I-3186,19640414-0013
1182,1.0,2016-2017,I-3187,19600814-0002
1051,3.0,2016-2017,I-3188,19570615-0011
1200,4.0,2016-2017,I-3189,19570826-0012
1176,3.0,2016-2017,I-3190,19690408-0009
1169,1.0,2016-2017,I-3191,19660630-0020
1097,2.0,2016-2017,I-3192,19690408-0009
1074,1.0,2016-2017,I-3193,19560612-0010
1030,3.0,2016-2017,I-3194,19610918-0027
1209,2.0,2017-2018,I-3195,19690917-0022
1253,3.0,2017-2018,I-3196,19561222-0030
1129,3.0,2017-2018,I-3197,19690917-0022
1120,1.0,2017-2018,I-3198,19610620-0006
1064,2.0,2017-2018,I-3199,19560612-0010
1256,1.0,2017-2018,I-3200,19561222-0030
1151,3.0,2017-2018,I-3201,19561222-0030
1113,2.0,2017-2018,I-3202,19610623-0005
1105,1.0,2017-2018,I-3203,19610623-0005
1102,3.0,2017-2018,I-3204,19570826-0012
1192,1.0,2018-2019,I-3205,19611219-0014
1115,3.0,2018-2019,I-3206,19580515-0017
1210,2.0,2018-2019,I-3207,19690513-0015
1188,1.0,2018-2019,I-3208,19690408-0009
1255,2.0,2018-2019,I-3209,19620522-0023
1221,2.0,2018-2019,I-3210,19600814-0002
1211,1.0,2018-2019,I-3211,19610623-0005
1122,3.0,2018-2019,I-3212,19620424-0026
1079,3.0,2018-2019,I-3213,19611219-0014
1044,2.0,2018-2019,I-3214,19590129-0004
1029,1.0,2019-2020,I-3215,19590129-0004
1091,4.0,2019-2020,I-3216,19570828-0008
1059,1.0,2019-2020,I-3217,19561222-0030
1264,3.0,2019-2020,I-3218,19620424-0026
1169,1.0,2019-2020,I-3219,19580515-0017
1119,3.0,2019-2020,I-3220,19560812-0016
1066,3.0,2019-2020,I-3221,19570615-0011
1186,2.0,2020-2021,I-3222,19620831-0024
1116,4.0,2020-2021,I-3223,19620424-0026
1282,2.0,2020-2021,I-3224,19560612-0010
1196,3.0,2020-2021,I-3225,19560812-0016
1167,3.0,2020-2021,I-3226,19690917-0022
1242,4.0,2020-2021,I-3227,19570828-0008
1240,3.0,2020-2021,I-3228,19580515-0017
1139,4.0,2020-2021,I-3229,19560612-0010
1094,1.0,2020-2021,I-3230,19560705-0025
1043,2.0,2020-2021,I-3231,19690513-0015
1140,2.0,2021-2022,I-3232,19620424-0026
1215,2.0,2021-2022,I-3233,19560612-0010
1118,3.0,2021-2022,I-3234,19560705-0025
1276,1.0,2021-2022,I-3235,19570828-0008
1206,1.0,2021-2022,I-3236,19660630-0020
1187,3.0,2021-2022,I-3237,19580515-0017
1071,4.0,2021-2022,I-3238,19660630-0020
1009,1.0,2021-2022,I-3239,19590129-0004
1091,2.0,2022-2023,I-3240,19620522-0023
1076,2.0,2022-2023,I-3241,19630126-0001
1106,4.0,2022-2023,I-3242,19560612-0010
1039,4.0,2022-2023,I-3243,19600814-0002
1184,4.0,2022-2023,I-3244,19570828-0008
1069,1.0,2022-2023,I-3245,19680712-0028
1047,2.0,2022-2023,I-3246,19620831-0024
1007,3.0,2022-2023,I-3247,19590129-0004
1240,2.0,2023-2024,I-3248,19600529-0021
1197,3.0,2023-2024,I-3249,19610623-0005
1200,2.0,2023-2024,I-3250,19611219-0014
1121,3.0,2023-2024,I-3251,19561222-0030
1030,1.0,2023-2024,I-3252,19610623-0005
1006,4.0,2023-2024,I-3253,19690408-0009
1265,4.0,2023-2024,I-3254,19570826-0012
1212,3.0,2023-2024,I-3255,19600905-0003
1177,3.0,2023-2024,I-3256,19620522-0023
1158,1.0,2023-2024,I-3257,19601021-0018
1093,4.0,2023-2024,I-3258,19560812-0016
1078,4.0,2023-2024,I-3259,19600529-0021
1030,3.0,2013-2014,I-3260,19601021-0018
1152,2.0,2013-2014,I-3261,19580218-0007
1011,4.0,2013-2014,I-3262,19601021-0018
1296,1.0,2013-2014,I-3263,19601021-0018
1206,1.0,2013-2014,I-3264,19680712-0028
1188,3.0,2013-2014,I-3265,19600905-0003
1016,1.0,2013-2014,I-3266,19580515-0017
1201,2.0,2014-2015,I-3267,19590129-0004
1157,1.0,2014-2015,I-3268,19620424-0026
1295,1.0,2014-2015,I-3269,19570826-0012
1072,1.0,2014-2015,I-3270,19560705-0025
1096,2.0,2014-2015,I-3271,19630126-0001
1079,4.0,2014-2015,I-3272,19690408-0009
1068,3.0,2014-2015,I-3273,19660630-0020
1051,2.0,2014-2015,I-3274,19570826-0012
1030,1.0,2014-2015,I-3275,19600529-0021
1014,2.0,2014-2015,I-3276,19570826-0012
1144,2.0,2015-2016,I-3277,19600905-0003
1050,4.0,2015-2016,I-3278,19600814-0002
1277,2.0,2015-2016,I-3279,19600814-0002
1225,2.0,2015-2016,I-3280,19690917-0022
1040,2.0,2015-2016,I-3281,19620831-0024
1020,3.0,2015-2016,I-3282,19660630-0020
1186,3.0,2015-2016,I-3283,19570826-0012
1176,1.0,2015-2016,I-3284,19560612-0010
1177,1.0,2015-2016,I-3285,19660630-0020
1105,3.0,2015-2016,I-3286,19620522-0023
1018,1.0,2015-2016,I-3287,19560705-0025
1062,1.0,2016-2017,I-3288,19600529-0021
1238,3.0,2016-2017,I-3289,19620831-0024
1120,3.0,2016-2017,I-3290,19601021-0018
1150,1.0,2016-2017,I-3291,19610918-0027
1107,1.0,2016-2017,I-3292,19640220-0029
1080,3.0,2016-2017,I-3293,19570828-0008
1057,1.0,2016-2017,I-3294,19611219-0014
1276,1.0,2017-2018,I-3295,19620522-0023
1262,2.0,2017-2018,I-3296,19561222-0030
1026,3.0,2017-2018,I-3297,19570826-0012
1019,1.0,2017-2018,I-3298,19560612-0010
1299,4.0,2017-2018,I-3299,19570826-0012
1246,3.0,2017-2018,I-3300,19570828-0008
1225,3.0,2017-2018,I-3301,19620831-0024
1151,1.0,2017-2018,I-3302,19690408-0009
1014,1.0,2017-2018,I-3303,19640414-0013
1171,4.0,2018-2019,I-3304,19620424-0026
1143,2.0,2018-2019,I-3305,19560705-0025
1139,1.0,2018-2019,I-3306,19570828-0008
1292,2.0,2018-2019,I-3307,19600529-0021
1264,2.0,2018-2019,I-3308,19640414-0013
1198,4.0,2018-2019,I-3309,19580515-0017
1138,2.0,2018-2019,I-3310,19601021-0018
1062,1.0,2018-2019,I-3311,19570828-0008
1020,3.0,2018-2019,I-3312,19611219-0014
1061,1.0,2019-2020,I-3313,19580218-0007
1268,1.0,2019-2020,I-3314,19600529-0021
1188,4.0,2019-2020,I-3315,19640220-0029
1177,3.0,2019-2020,I-3316,19560705-0025
1078,4.0,2019-2020,I-3317,19600905-0003
1271,1.0,2019-2020,I-3318,19640414-0013
1191,2.0,2019-2020,I-3319,19690917-0022
1111,2.0,2019-2020,I-3320,19600529-0021
1072,4.0,2019-2020,I-3321,19620424-0026
1027,4.0,2019-2020,I-3322,19561222-0030
1118,1.0,2020-2021,I-3323,19601021-0018
1117,2.0,2020-2021,I-3324,19620831-0024
1279,1.0,2020-2021,I-3325,19601021-0018
1223,3.0,2020-2021,I-3326,19611219-0014
1029,3.0,2020-2021,I-3327,19570828-0008
1220,1.0,2020-2021,I-3328,19610623-0005
1209,4.0,2020-2021,I-3329,19570615-0011
1192,4.0,2020-2021,I-3330,19660630-0020
1099,1.0,2020-2021,I-3331,19610620-0006
1035,1.0,2020-2021,I-3332,19690513-0015
1030,4.0,2020-2021,I-3333,19611219-0014
1279,4.0,2021-2022,I-3334,19620424-0026
1192,4.0,2021-2022,I-3335,19690917-0022
1157,3.0,2021-2022,I-3336,19560612-0010
1043,4.0,2021-2022,I-3337,19620424-0026
1024,3.0,2021-2022,I-3338,19650303-0019
1237,4.0,2021-2022,I-3339,19650303-0019
1197,3.0,2021-2022,I-3340,19660630-0020
1173,4.0,2021-2022,I-3341,19650303-0019
1115,2.0,2021-2022,I-3342,19600529-0021
1297,3.0,2022-2023,I-3343,19690917-0022
1264,3.0,2022-2023,I-3344,19600814-0002
1224,3.0,2022-2023,I-3345,19600529-0021
1115,4.0,2022-2023,I-3346,19620522-0023
1104,1.0,2022-2023,I-3347,19600529-0021
1031,4.0,2022-2023,I-3348,19580218-0007
1205,4.0,2022-2023,I-3349,19620522-0023
1190,1.0,2022-2023,I-3350,19630126-0001
1077,2.0,2022-2023,I-3351,19680712-0028
1075,3.0,2022-2023,I-3352,19620424-0026
1060,4.0,2022-2023,I-3353,19570615-0011
1270,4.0,2023-2024,I-3354,19610918-0027
1153,3.0,2023-2024,I-3355,19650303-0019
1139,1.0,2023-2024,I-3356,19660630-0020
1131,1.0,2023-2024,I-3357,19561222-0030
1116,4.0,2023-2024,I-3358,19600905-0003
1064,2.0,2023-2024,I-3359,19601021-0018
1223,1.0,2023-2024,I-3360,19680712-0028
1216,3.0,2023-2024,I-3361,19690917-0022
1093,4.0,2023-2024,I-3362,19690408-0009
1069,3.0,2023-2024,I-3363,19690513-0015
1296,2.0,2013-2014,I-3364,19690513-0015
1175,1.0,2013-2014,I-3365,19630126-0001
1162,3.0,2013-2014,I-3366,19620831-0024
1191,3.0,2013-2014,I-3367,19660630-0020
1180,1.0,2013-2014,I-3368,19580515-0017
1106,4.0,2013-2014,I-3369,19580218-0007
1100,3.0,2013-2014,I-3370,19611219-0014
1273,2.0,2014-2015,I-3371,19620831-0024
1189,4.0,2014-2015,I-3372,19560612-0010
1247,4.0,2014-2015,I-3373,19690408-0009
1132,2.0,2014-2015,I-3374,19610623-0005
1116,2.0,2014-2015,I-3375,19620831-0024
1099,3.0,2014-2015,I-3376,19601021-0018
1274,2.0,2014-2015,I-3377,19690513-0015
1237,4.0,2014-2015,I-3378,19610620-0006
1179,4.0,2014-2015,I-3379,19561222-0030
1042,3.0,2014-2015,I-3380,19570826-0012
1081,3.0,2015-2016,I-3381,19620831-0024
1032,3.0,2015-2016,I-3382,19690917-0022
1278,1.0,2015-2016,I-3383,19620831-0024
1196,2.0,2015-2016,I-3384,19580515-0017
1142,4.0,2015-2016,I-3385,19610623-0005
1226,2.0,2015-2016,I-3386,19570615-0011
1224,2.0,2015-2016,I-3387,19620424-0026
1146,1.0,2015-2016,I-3388,19560812-0016
1050,4.0,2015-2016,I-3389,19611219-0014
1016,4.0,2015-2016,I-3390,19610918-0027
1293,3.0,2016-2017,I-3391,19610623-0005
1022,4.0,2016-2017,I-3392,19600814-0002
1211,3.0,2016-2017,I-3393,19690513-0015
1172,2.0,2016-2017,I-3394,19570826-0012
1288,3.0,2016-2017,I-3395,19690917-0022
1240,4.0,2016-2017,I-3396,19601021-0018
1155,3.0,2016-2017,I-3397,19610623-0005
1052,2.0,2016-2017,I-3398,19610918-0027
1015,1.0,2016-2017,I-3399,19640220-0029
1283,3.0,2017-2018,I-3400,19560812-0016
1210,2.0,2017-2018,I-3401,19680712-0028
1268,4.0,2017-2018,I-3402,19600905-0003
1247,2.0,2017-2018,I-3403,19570828-0008
1233,3.0,2017-2018,I-3404,19600814-0002
1128,2.0,2017-2018,I-3405,19570828-0008
1289,3.0,2017-2018,I-3406,19650303-0019
1174,4.0,2017-2018,I-3407,19690917-0022
1151,4.0,2017-2018,I-3408,19610620-0006
1086,1.0,2017-2018,I-3409,19611219-0014
1056,2.0,2017-2018,I-3410,19580515-0017
1052,1.0,2017-2018,I-3411,19601021-0018
1216,3.0,2018-2019,I-3412,19560812-0016
1124,3.0,2018-2019,I-3413,19640220-0029
1299,4.0,2018-2019,I-3414,19600529-0021
1213,1.0,2018-2019,I-3415,19610620-0006
1187,4.0,2018-2019,I-3416,19560705-0025
1019,3.0,2018-2019,I-3417,19560705-0025
1279,1.0,2018-2019,I-3418,19580515-0017
1218,2.0,2018-2019,I-3419,19570615-0011
1135,2.0,2018-2019,I-3420,19560612-0010
1097,2.0,2018-2019,I-3421,19560812-0016
1175,3.0,2019-2020,I-3422,19660630-0020
1020,4.0,2019-2020,I-3423,19680712-0028
1276,2.0,2019-2020,I-3424,19560812-0016
1258,1.0,2019-2020,I-3425,19561222-0030
1107,2.0,2019-2020,I-3426,19660630-0020
1292,1.0,2019-2020,I-3427,19620831-0024
1271,1.0,2019-2020,I-3428,19561222-0030
1201,2.0,2019-2020,I-3429,19610620-0006
1078,4.0,2019-2020,I-3430,19620522-0023
1242,1.0,2020-2021,I-3431,19570828-0008
1229,1.0,2020-2021,I-3432,19570826-0012
1194,1.0,2020-2021,I-3433,19580515-0017
1112,1.0,2020-2021,I-3434,19620831-0024
1269,1.0,2020-2021,I-3435,19601021-0018
1177,3.0,2020-2021,I-3436,19630126-0001
1113,4.0,2020-2021,I-3437,19690513-0015
1099,2.0,2020-2021,I-3438,19650303-0019
1019,4.0,2020-2021,I-3439,19690513-0015
1243,4.0,2021-2022,I-3440,19590129-0004
1280,3.0,2021-2022,I-3441,19640414-0013
1271,1.0,2021-2022,I-3442,19611219-0014
1114,4.0,2021-2022,I-3443,19611219-0014
1090,3.0,2021-2022,I-3444,19620424-0026
1295,2.0,2021-2022,I-3445,19640414-0013
1248,4.0,2021-2022,I-3446,19620831-0024
1038,1.0,2021-2022,I-3447,19580515-0017
1010,1.0,2021-2022,I-3448,19561222-0030
1154,1.0,2022-2023,I-3449,19610620-0006
1067,2.0,2022-2023,I-3450,19660630-0020
1151,3.0,2022-2023,I-3451,19640220-0029
1116,4.0,2022-2023,I-3452,19560812-0016
1206,3.0,2022-2023,I-3453,19660630-0020
1134,1.0,2022-2023,I-3454,19620522-0023
1044,2.0,2022-2023,I-3455,19580218-0007
1025,2.0,2022-2023,I-3456,19610918-0027
1135,3.0,2023-2024,I-3457,19611219-0014
1127,2.0,2023-2024,I-3458,19600814-0002
1217,1.0,2023-2024,I-3459,19690917-0022
1057,2.0,2023-2024,I-3460,19580515-0017
1256,1.0,2023-2024,I-3461,19590129-0004
1195,4.0,2023-2024,I-3462,19560612-0010
1173,2.0,2023-2024,I-3463,19600905-0003
1102,3.0,2023-2024,I-3464,19650303-0019
1077,4.0,2023-2024,I-3465,19640220-0029
1032,1.0,2023-2024,I-3466,19620831-0024
1240,4.0,2013-2014,I-3467,19620522-0023
1222,4.0,2013-2014,I-3468,19590129-0004
1223,3.0,2013-2014,I-3469,19601021-0018
1205,4.0,2013-2014,I-3470,19610623-0005
1149,3.0,2013-2014,I-3471,19620522-0023
1241,1.0,2013-2014,I-3472,19660630-0020
1207,1.0,2013-2014,I-3473,19601021-0018
1132,1.0,2013-2014,I-3474,19570615-0011
1097,4.0,2013-2014,I-3475,19620424-0026
1037,2.0,2013-2014,I-3476,19640414-0013
1013,1.0,2014-2015,I-3477,19600814-0002
1204,1.0,2014-2015,I-3478,19630126-0001
1105,1.0,2014-2015,I-3479,19570826-0012
1222,3.0,2014-2015,I-3480,19640414-0013
1188,3.0,2014-2015,I-3481,19600814-0002
1181,4.0,2014-2015,I-3482,19561222-0030
1095,4.0,2014-2015,I-3483,19611219-0014
1082,3.0,2014-2015,I-3484,19690917-0022
1079,2.0,2015-2016,I-3485,19690408-0009
1223,2.0,2015-2016,I-3486,19610623-0005
1139,3.0,2015-2016,I-3487,19620424-0026
1160,2.0,2015-2016,I-3488,19600905-0003
1078,3.0,2015-2016,I-3489,19690513-0015
1076,3.0,2015-2016,I-3490,19580515-0017
1044,4.0,2015-2016,I-3491,19610918-0027
